Bank,Id,Total Assets,Total Deposits,Number of Employees,Net Income,Total Liabilities,Total Equity Capital,Derivatives,Return on Assets,Return on Equity
Texas State Bank,1834,"$414,837,000","$350,050,000",69,"$1,771,000","$381,170,000","$33,667,000",$0,2%,22%
Lake-Osceola State Bank,1835,"$414,628,000","$359,037,000",77,"$1,437,000","$381,916,000","$32,712,000",$0,1%,18%
The Union State Bank of Everest,1836,"$414,613,000","$367,156,000",85,"$678,000","$381,294,000","$33,319,000",$0,1%,8%
Oregon Coast Bank,1837,"$414,397,000","$376,500,000",57,"$1,083,000","$391,199,000","$23,198,000",$0,1%,20%
The Lincoln National Bank of Hodgenville,1838,"$414,375,000","$355,448,000",106,"$1,144,000","$366,426,000","$47,949,000",$0,1%,10%
Frazer Bank,1839,"$414,127,000","$335,507,000",62,"$529,000","$386,194,000","$27,933,000",$0,1%,8%
Partners Bank,1840,"$413,045,000","$336,046,000",73,"$782,000","$373,477,000","$39,568,000",$0,1%,8%
Eureka Savings Bank,1841,"$411,894,000","$314,809,000",48,"$814,000","$337,949,000","$73,945,000",$0,1%,4%
The National Grand Bank of Marblehead,1842,"$411,843,000","$365,804,000",40,"$873,000","$374,835,000","$37,008,000",$0,1%,10%
The Missouri Bank,1843,"$411,797,000","$369,921,000",73,"$1,439,000","$370,252,000","$41,545,000",$0,1%,14%
The First National Bank of Stanton,1844,"$411,504,000","$374,441,000",23,"$2,057,000","$374,965,000","$36,539,000",$0,2%,24%
Citizens Bank & Trust Company,1845,"$410,904,000","$359,302,000",76,"$1,179,000","$365,336,000","$45,568,000",$0,1%,10%
KodaBank,1846,"$410,556,000","$347,059,000",57,"$1,723,000","$367,005,000","$43,551,000",$0,2%,16%
Central Savings Bank,1847,"$410,033,000","$378,589,000",65,"$1,376,000","$386,351,000","$23,682,000","$130,000",1%,26%
Northwestern Mutual Wealth Management,1848,"$409,882,000","$50,500,000",246,"$29,425,000","$126,295,000","$283,587,000",$0,30%,44%
Liberty Capital Bank,1849,"$409,795,000","$325,006,000",29,"$1,746,000","$366,064,000","$43,731,000",$0,2%,16%
Community Bank and Trust,1850,"$409,305,000","$361,320,000",120,"$793,000","$381,107,000","$28,198,000",$0,1%,12%
First Security Trust and Savings Bank,1851,"$409,294,000","$384,551,000",33,"$1,977,000","$386,080,000","$23,214,000",$0,2%,37%
FirstBank of Nebraska,1852,"$408,972,000","$324,478,000",40,"$1,468,000","$380,252,000","$28,720,000","$552,000",1%,23%
The Lamesa National Bank,1853,"$408,901,000","$379,573,000",26,"$1,261,000","$380,270,000","$28,631,000",$0,1%,19%
Commercial Bank and Trust of PA,1854,"$408,438,000","$350,958,000",76,"$847,000","$372,575,000","$35,863,000",$0,1%,10%
Belgrade State Bank,1855,"$406,679,000","$368,839,000",84,"$1,682,000","$377,432,000","$29,247,000",$0,2%,24%
Woodsboro Bank,1856,"$406,618,000","$385,210,000",63,"$801,000","$387,908,000","$18,710,000",$0,1%,18%
People's Bank of Seneca,1857,"$406,606,000","$351,130,000",43,"$1,367,000","$375,833,000","$30,773,000","$1,852,000",1%,18%
Community Bank of Santa Maria,1858,"$405,992,000","$373,471,000",55,"$1,139,000","$376,156,000","$29,836,000",$0,1%,16%
Waukon State Bank,1859,"$405,922,000","$340,679,000",49,"$1,255,000","$366,509,000","$39,413,000",$0,1%,13%
The Liberty National Bank in Paris,1860,"$405,738,000","$358,928,000",52,"$1,005,000","$360,159,000","$45,579,000",$0,1%,9%
EvaBank,1861,"$405,696,000","$267,949,000",79,"$2,138,000","$289,461,000","$116,235,000",$0,2%,7%
Bank of Mauston,1862,"$405,394,000","$332,330,000",65,"$1,599,000","$355,211,000","$50,183,000",$0,2%,13%
TS Bank,1863,"$404,774,000","$373,199,000",133,"$1,274,000","$379,190,000","$25,584,000","$55,000,000",1%,20%
"Shelby Savings Bank, SSB",1864,"$404,757,000","$325,460,000",104,"$1,707,000","$363,588,000","$41,169,000",$0,2%,17%
Pineland Bank,1865,"$403,632,000","$361,974,000",103,"$1,546,000","$365,208,000","$38,424,000",$0,2%,16%
Bank of Zachary,1866,"$403,181,000","$349,560,000",60,"$550,000","$372,947,000","$30,234,000",$0,1%,9%
Planters First Bank,1867,"$403,179,000","$372,261,000",78,"$1,750,000","$373,695,000","$29,484,000",$0,2%,25%
"First Jackson Bank, Inc.",1868,"$403,177,000","$335,385,000",43,"$1,899,000","$361,866,000","$41,311,000",$0,2%,19%
The Farmers Bank and Savings Company,1869,"$402,964,000","$351,397,000",83,"$489,000","$371,448,000","$31,516,000",$0,0%,6%
M C Bank & Trust Company,1870,"$402,563,000","$289,115,000",84,"$292,000","$329,947,000","$72,616,000",$0,0%,2%
Pacific Alliance Bank,1871,"$401,611,000","$323,063,000",37,"$1,050,000","$352,781,000","$48,830,000",$0,1%,9%
Woodford State Bank,1872,"$401,607,000","$319,980,000",79,"$851,000","$380,479,000","$21,128,000","$326,000",1%,17%
Touchmark National Bank,1873,"$401,214,000","$300,180,000",24,"$1,762,000","$348,993,000","$52,221,000",$0,2%,14%
"Welch State Bank of Welch, Okla.",1874,"$399,812,000","$364,270,000",92,"$1,482,000","$366,241,000","$33,571,000",$0,2%,18%
The Commercial Bank,1875,"$398,015,000","$373,903,000",57,"$2,941,000","$376,253,000","$21,762,000",$0,3%,51%
The First National Bank of Monterey,1876,"$397,653,000","$350,380,000",48,"$1,083,000","$361,880,000","$35,773,000",$0,1%,12%
The Pittsfield Co-operative Bank,1877,"$397,461,000","$321,440,000",56,"$810,000","$346,911,000","$50,550,000",$0,1%,7%
First National Bank & Trust Co.,1878,"$397,338,000","$356,836,000",73,"$321,000","$374,762,000","$22,576,000",$0,0%,6%
Maquoketa State Bank,1879,"$396,827,000","$304,327,000",54,"$1,017,000","$343,146,000","$53,681,000",$0,1%,8%
San Luis Valley Federal Bank,1880,"$396,383,000","$342,609,000",63,"$1,080,000","$346,765,000","$49,618,000",$0,1%,9%
Bank of Madison,1881,"$395,915,000","$361,605,000",62,"$952,000","$364,249,000","$31,666,000",$0,1%,12%
Armor Bank,1882,"$395,832,000","$363,435,000",60,"$387,000","$364,371,000","$31,461,000",$0,0%,5%
Tower Community Bank,1883,"$395,591,000","$339,064,000",86,"$804,000","$361,611,000","$33,980,000",$0,1%,10%
The Delaware National Bank of Delhi,1884,"$395,543,000","$362,807,000",48,"$605,000","$366,862,000","$28,681,000",$0,1%,9%
First National Bank in New Bremen,1885,"$395,237,000","$362,085,000",34,"$1,457,000","$363,166,000","$32,071,000",$0,1%,19%
Willamette Valley Bank,1886,"$395,106,000","$311,643,000",168,"$1,369,000","$322,489,000","$72,617,000","$69,591,000",1%,8%
"Gilmer National Bank, Gilmer, Texas",1887,"$394,889,000","$365,177,000",47,"$279,000","$366,463,000","$28,426,000",$0,0%,4%
The Bank of Clarendon,1888,"$394,429,000","$353,534,000",56,"$1,443,000","$356,256,000","$38,173,000","$219,000",1%,16%
The St. Henry Bank,1889,"$394,285,000","$353,787,000",26,"$2,287,000","$356,492,000","$37,793,000",$0,2%,26%
"The Bank of LaFayette, Georgia",1890,"$393,246,000","$386,423,000",54,"$889,000","$390,317,000","$2,929,000",$0,1%,244%
Ameristate Bank,1891,"$393,215,000","$342,716,000",101,"$1,060,000","$357,582,000","$35,633,000",$0,1%,12%
First Pacific Bank,1892,"$392,736,000","$306,187,000",55,"$-280,000","$361,210,000","$31,526,000",$0,0%,-4%
Great American Bank,1893,"$391,258,000","$272,455,000",53,"$1,737,000","$338,368,000","$52,890,000","$895,000",2%,13%
North Brookfield Savings Bank,1894,"$391,113,000","$345,095,000",60,"$303,000","$359,520,000","$31,593,000",$0,0%,4%
RiverHills Bank,1895,"$390,500,000","$346,565,000",79,"$1,121,000","$354,103,000","$36,397,000","$8,121,000",1%,15%
"First State Bank of the Southeast, Inc",1896,"$390,484,000","$336,890,000",80,"$1,154,000","$360,577,000","$29,907,000",$0,1%,16%
First National Bank of Clarksdale,1897,"$390,453,000","$352,068,000",49,"$870,000","$354,980,000","$35,473,000",$0,1%,10%
Jewett City Savings Bank,1898,"$389,900,000","$323,165,000",84,"$994,000","$334,024,000","$55,876,000",$0,1%,7%
NobleBank & Trust,1899,"$389,754,000","$364,415,000",63,"$1,315,000","$368,194,000","$21,560,000",$0,1%,25%
Verimore Bank,1900,"$389,607,000","$344,795,000",65,"$2,087,000","$345,710,000","$43,897,000",$0,2%,19%
The First National Bank of Mount Dora,1901,"$389,434,000","$358,097,000",81,"$1,089,000","$361,124,000","$28,310,000",$0,1%,16%
Fox Valley Savings Bank,1902,"$389,194,000","$297,908,000",53,"$474,000","$338,897,000","$50,297,000",$0,0%,4%
The Citizens Bank of Edmond,1903,"$388,460,000","$329,817,000",60,"$914,000","$357,686,000","$30,774,000",$0,1%,12%
Centinel Bank of Taos,1904,"$388,337,000","$364,191,000",49,"$1,949,000","$367,181,000","$21,156,000",$0,2%,41%
First State Bank Southwest,1905,"$388,299,000","$340,422,000",53,"$516,000","$373,487,000","$14,812,000",$0,1%,15%
Citizens Savings Bank,1906,"$387,875,000","$335,885,000",79,"$475,000","$337,770,000","$50,105,000",$0,2%,20%
Community Resource Bank,1907,"$387,820,000","$339,262,000",53,"$809,000","$350,278,000","$37,542,000","$980,000",1%,9%
"Bank of Lexington, Inc.",1908,"$386,918,000","$345,107,000",41,"$1,237,000","$351,824,000","$35,094,000",$0,1%,14%
BankCherokee,1909,"$386,773,000","$352,445,000",63,"$248,000","$363,844,000","$22,929,000",$0,0%,4%
The MINT National Bank,1910,"$386,214,000","$319,735,000",44,"$964,000","$329,707,000","$56,507,000",$0,1%,7%
Georgia Community Bank,1911,"$385,979,000","$343,341,000",81,"$1,134,000","$344,681,000","$41,298,000",$0,1%,11%
RSNB Bank,1912,"$385,960,000","$360,205,000",45,"$1,296,000","$373,927,000","$12,033,000",$0,1%,48%
BankGloucester,1913,"$385,870,000","$335,524,000",57,"$146,000","$358,199,000","$27,671,000",$0,0%,2%
Presence Bank,1914,"$385,848,000","$295,437,000",38,"$485,000","$349,049,000","$36,799,000",$0,1%,5%
Ohnward Bank & Trust,1915,"$385,622,000","$314,837,000",53,"$1,125,000","$341,971,000","$43,651,000","$2,865,000",1%,11%
Stafford Savings Bank,1916,"$385,519,000","$191,841,000",28,"$2,168,000","$224,591,000","$160,928,000",$0,2%,5%
First Pryority Bank,1917,"$385,043,000","$347,655,000",48,"$1,175,000","$349,476,000","$35,567,000",$0,1%,13%
First American National Bank,1918,"$384,924,000","$358,297,000",113,"$491,000","$362,151,000","$22,773,000",$0,1%,9%
Springfield State Bank,1919,"$384,782,000","$305,191,000",37,"$1,035,000","$343,629,000","$41,153,000",$0,1%,10%
"Fayette Savings Bank, SSB",1920,"$384,770,000","$353,695,000",36,"$1,276,000","$354,727,000","$30,043,000",$0,1%,18%
Lusitania Savings Bank,1921,"$384,229,000","$324,373,000",38,"$754,000","$329,369,000","$54,860,000",$0,1%,6%
Sugar River Bank,1922,"$384,151,000","$321,675,000",71,"$583,000","$346,097,000","$38,054,000",$0,1%,6%
Marion Center Bank,1923,"$383,912,000","$360,573,000",76,"$331,000","$366,996,000","$16,916,000",$0,0%,8%
Northwest Bank of Rockford,1924,"$383,548,000","$341,180,000",57,"$1,170,000","$353,974,000","$29,574,000","$7,680,000",1%,16%
High Plains Bank,1925,"$383,290,000","$316,537,000",86,"$1,029,000","$349,283,000","$34,007,000",$0,2%,20%
Glennville Bank,1926,"$383,253,000","$348,562,000",66,"$1,694,000","$352,008,000","$31,245,000",$0,2%,23%
Settlers Bank,1927,"$382,745,000","$288,003,000",43,"$765,000","$339,534,000","$43,211,000","$1,335,000",1%,7%
First National Bank & Trust Company,1928,"$381,819,000","$364,722,000",57,"$-2,078,000","$367,982,000","$13,837,000","$95,000,000",-2%,-58%
The Plains State Bank,1929,"$381,384,000","$339,426,000",67,"$1,128,000","$348,927,000","$32,457,000",$0,1%,14%
Spring Bank,1930,"$381,097,000","$325,332,000",39,"$1,916,000","$330,664,000","$50,433,000",$0,2%,17%
United Cumberland Bank,1931,"$380,637,000","$331,321,000",90,"$1,801,000","$343,921,000","$36,716,000",$0,2%,20%
Cross Bank,1932,"$380,607,000","$332,213,000",87,"$1,685,000","$335,128,000","$45,479,000",$0,2%,15%
Bank of Franklin County,1933,"$380,476,000","$314,647,000",67,"$355,000","$351,183,000","$29,293,000","$541,000",0%,5%
Honor Bank,1934,"$380,042,000","$331,238,000",77,"$1,262,000","$348,203,000","$31,839,000",$0,1%,16%
Osgood Bank,1935,"$379,640,000","$342,115,000",55,"$1,108,000","$350,612,000","$29,028,000","$364,000",1%,16%
Ohio State Bank,1936,"$378,993,000","$315,719,000",23,"$388,000","$332,002,000","$46,991,000","$13,627,000",0%,3%
"Union Bank, Inc.",1937,"$378,770,000","$351,926,000",70,"$1,596,000","$355,008,000","$23,762,000",$0,2%,29%
Bank of Commerce & Trust Co.,1938,"$378,557,000","$353,194,000",66,"$424,000","$367,160,000","$11,397,000",$0,0%,17%
First National Bank of Griffin,1939,"$378,298,000","$347,087,000",77,"$1,312,000","$360,257,000","$18,041,000",$0,1%,32%
The Security National Bank of Enid,1940,"$378,243,000","$352,458,000",45,"$1,157,000","$352,944,000","$25,299,000",$0,1%,19%
Alliance Community Bank,1941,"$378,220,000","$347,415,000",61,"$593,000","$355,412,000","$22,808,000",$0,1%,10%
Farmers State Bank of Calhan,1942,"$378,188,000","$316,097,000",55,"$802,000","$360,819,000","$17,369,000","$5,000,000",1%,19%
Cattle Bank and Trust,1943,"$377,953,000","$326,796,000",48,"$1,213,000","$341,266,000","$36,687,000","$570,000",1%,13%
Star Bank,1944,"$377,617,000","$336,231,000",74,"$1,219,000","$346,428,000","$31,189,000",$0,1%,16%
"Guaranty Bank & Trust Company of Delhi, Louisiana",1945,"$377,290,000","$333,931,000",74,"$1,677,000","$344,308,000","$32,982,000",$0,2%,21%
Harmony Bank,1946,"$376,689,000","$333,784,000",63,"$829,000","$334,867,000","$41,822,000","$883,000",1%,8%
First National Bank in DeRidder,1947,"$376,277,000","$343,809,000",79,"$988,000","$352,731,000","$23,546,000",$0,1%,17%
Haddon Savings Bank,1948,"$375,888,000","$320,771,000",28,"$282,000","$354,530,000","$21,358,000",$0,0%,6%
Hyperion Bank,1949,"$375,838,000","$298,719,000",42,"$495,000","$339,069,000","$36,769,000",$0,1%,5%
The Waggoner National Bank of Vernon,1950,"$375,644,000","$332,534,000",62,"$2,079,000","$340,113,000","$35,531,000",$0,2%,24%
Waypoint Bank,1951,"$375,085,000","$306,517,000",53,"$1,102,000","$345,387,000","$29,698,000",$0,1%,15%
Bank of Star Valley,1952,"$374,903,000","$326,935,000",32,"$1,523,000","$342,238,000","$32,665,000",$0,2%,20%
First Sentinel Bank,1953,"$374,123,000","$332,790,000",90,"$890,000","$340,999,000","$33,124,000",$0,1%,11%
Fleetwood Bank,1954,"$373,684,000","$342,507,000",65,"$552,000","$352,735,000","$20,949,000",$0,1%,11%
BLC Community Bank,1955,"$373,188,000","$301,980,000",35,"$641,000","$341,024,000","$32,164,000",$0,1%,8%
Balboa Thrift and Loan Association,1956,"$373,013,000","$318,478,000",89,"$809,000","$320,999,000","$52,014,000",$0,1%,6%
The Dolores State Bank,1957,"$372,985,000","$324,813,000",55,"$1,659,000","$329,455,000","$43,530,000",$0,2%,16%
Peoples Bank of East Tennessee,1958,"$372,963,000","$338,779,000",98,"$1,281,000","$340,948,000","$32,015,000",$0,1%,17%
First-Lockhart National Bank,1959,"$372,930,000","$339,586,000",56,"$494,000","$342,200,000","$30,730,000",$0,1%,6%
Pike National Bank,1960,"$372,830,000","$339,543,000",79,"$778,000","$341,892,000","$30,938,000",$0,1%,10%
Mid-America Bank,1961,"$372,824,000","$279,876,000",52,"$1,023,000","$335,180,000","$37,644,000","$9,801,000",1%,11%
Lamar National Bank,1962,"$372,382,000","$336,193,000",68,"$398,000","$347,511,000","$24,871,000",$0,0%,7%
First National Bank in Port Lavaca,1963,"$372,300,000","$335,064,000",46,"$925,000","$346,002,000","$26,298,000",$0,1%,15%
Southern Bank of Tennessee,1964,"$372,208,000","$328,478,000",67,"$626,000","$330,147,000","$42,061,000",$0,1%,6%
United Community Bank of North Dakota,1965,"$371,945,000","$337,739,000",36,"$1,356,000","$338,565,000","$33,380,000",$0,1%,17%
Commerce Bank of Arizona,1966,"$371,682,000","$307,877,000",58,"$876,000","$336,946,000","$34,736,000",$0,1%,10%
Piscataqua Savings Bank,1967,"$371,402,000","$330,910,000",38,"$97,000","$332,174,000","$39,228,000",$0,0%,1%
First Trust Bank of Illinois,1968,"$371,365,000","$303,950,000",40,"$1,626,000","$345,637,000","$25,728,000",$0,2%,26%
The First National Bank of Elmer,1969,"$371,079,000","$338,049,000",72,"$852,000","$340,368,000","$30,711,000",$0,1%,11%
Murphy Bank,1970,"$370,721,000","$317,801,000",35,"$1,828,000","$324,419,000","$46,302,000",$0,2%,16%
Exchange Bank and Trust Company,1971,"$370,599,000","$339,616,000",73,"$1,221,000","$343,904,000","$26,695,000",$0,1%,19%
"Home Loan Investment Bank, F.S.B.",1972,"$369,964,000","$310,863,000",99,"$2,667,000","$321,428,000","$48,536,000","$24,349,000",3%,23%
OSB Community Bank,1973,"$369,081,000","$297,198,000",49,"$473,000","$326,920,000","$42,161,000",$0,1%,4%
Lincoln FSB of Nebraska,1974,"$367,932,000","$288,487,000",90,"$525,000","$331,292,000","$36,640,000","$10,368,000",1%,6%
The First Citizens National Bank of Upper Sandusky,1975,"$367,604,000","$312,672,000",69,"$691,000","$332,545,000","$35,059,000",$0,1%,8%
"The Casey County Bank, Inc.",1976,"$367,412,000","$274,705,000",54,"$1,141,000","$344,312,000","$23,100,000",$0,1%,21%
Citizens Independent Bank,1977,"$367,185,000","$310,469,000",56,"$1,100,000","$340,235,000","$26,950,000",$0,1%,17%
Wells Bank,1978,"$367,184,000","$328,495,000",56,"$1,554,000","$334,706,000","$32,478,000","$150,000",2%,19%
Guaranty State Bank and Trust Company,1979,"$367,132,000","$309,404,000",63,"$695,000","$338,251,000","$28,881,000",$0,1%,10%
West View Savings Bank,1980,"$367,130,000","$143,321,000",24,"$401,000","$334,485,000","$32,645,000",$0,0%,5%
State Bank & Trust,1981,"$366,791,000","$314,285,000",57,"$320,000","$356,918,000","$9,873,000",$0,0%,14%
First Nebraska Bank,1982,"$366,746,000","$335,663,000",74,"$1,029,000","$341,033,000","$25,713,000","$418,000",1%,17%
The Shelby State Bank,1983,"$366,707,000","$327,789,000",80,"$477,000","$346,510,000","$20,197,000",$0,1%,10%
Security Federal Savings Bank,1984,"$366,089,000","$319,189,000",77,"$670,000","$331,344,000","$34,745,000",$0,1%,8%
Earlham Savings Bank,1985,"$365,686,000","$337,074,000",61,"$794,000","$337,757,000","$27,929,000",$0,1%,12%
Barwick Banking Company,1986,"$365,572,000","$331,633,000",52,"$323,000","$336,337,000","$29,235,000",$0,0%,4%
The Bank of Landisburg,1987,"$365,553,000","$308,831,000",47,"$979,000","$310,209,000","$55,344,000",$0,1%,7%
First National Bank in Philip,1988,"$365,473,000","$324,253,000",28,"$1,606,000","$327,699,000","$37,774,000",$0,2%,17%
Lewis & Clark Bank,1989,"$364,920,000","$276,135,000",41,"$-44,000","$327,746,000","$37,174,000",$0,0%,0%
American Bank of Oklahoma,1990,"$364,827,000","$301,511,000",105,"$1,054,000","$327,059,000","$37,768,000","$5,821,000",1%,11%
City Bank & Trust Co.,1991,"$364,731,000","$332,801,000",72,"$1,691,000","$336,344,000","$29,573,000","$9,936,000",2%,25%
Paradise Bank,1992,"$363,955,000","$331,211,000",46,"$3,084,000","$334,526,000","$29,429,000",$0,4%,45%
American National Bank - Fox Cities,1993,"$363,620,000","$305,600,000",31,"$1,211,000","$322,549,000","$41,071,000",$0,1%,12%
The Bank of Glen Burnie,1994,"$363,377,000","$343,054,000",87,"$482,000","$345,217,000","$18,160,000",$0,1%,11%
Union National Bank and Trust Company of Elgin,1995,"$363,296,000","$322,561,000",27,"$1,543,000","$323,919,000","$39,377,000",$0,2%,16%
Community Bank of Raymore,1996,"$363,207,000","$364,122,000",45,"$1,638,000","$366,223,000","$-3,016,000",$0,2%,0%
Ireland Bank,1997,"$362,841,000","$313,826,000",91,"$922,000","$337,643,000","$25,198,000",$0,1%,15%
The First National Bank of Allendale,1998,"$362,621,000","$315,183,000",46,"$655,000","$335,429,000","$27,192,000",$0,1%,10%
Kensington Bank,1999,"$362,550,000","$314,928,000",65,"$796,000","$331,770,000","$30,780,000",$0,1%,11%
MCNB Bank and Trust Co.,2000,"$361,605,000","$305,982,000",67,"$407,000","$325,524,000","$36,081,000",$0,0%,5%
Southern Heritage Bank,2001,"$361,523,000","$329,166,000",105,"$1,035,000","$331,292,000","$30,231,000","$43,000",1%,14%
The Bank of Romney,2002,"$361,471,000","$264,102,000",69,"$798,000","$317,687,000","$43,784,000",$0,1%,7%
Bank of Lake Mills,2003,"$361,400,000","$269,792,000",39,"$2,680,000","$324,379,000","$37,021,000",$0,3%,30%
Universal Bank,2004,"$361,210,000","$226,568,000",58,"$238,000","$297,826,000","$63,384,000",$0,0%,2%
